Player,Salary,salary_per_cap,G,WS,BPM,VORP,TS%,PER,Year
Cory Joseph,2134593.0,0.03384750654087053,79.0,4.5,1.4,1.2,0.564,15.5,2015
Jimmy Butler,2119214.0,0.0336036470308412,65.0,11.2,4.6,4.2,0.583,21.3,2015
Nate Robinson,2106720.0,0.03340553397288512,42.0,0.3,-3.0,-0.1,0.432,10.6,2015
Nate Robinson,2106720.0,0.03340553397288512,33.0,0.2,-3.1,-0.1,0.433,10.6,2015
Jordan Farmar,2100000.0,0.033298977245698885,36.0,0.6,-1.4,0.1,0.513,9.9,2015
Danny Granger,2100000.0,0.033298977245698885,30.0,0.6,-3.9,-0.3,0.527,8.6,2015
Steve Blake,2100000.0,0.033298977245698885,81.0,2.1,-1.8,0.1,0.507,9.5,2015
Aron Baynes,2100000.0,0.033298977245698885,70.0,3.9,-1.8,0.1,0.618,15.9,2015
Beno Udrih,2077000.0,0.032934274161579326,79.0,3.6,0.5,0.9,0.55,15.4,2015
Ramon Sessions,2077000.0,0.032934274161579326,64.0,1.1,-2.7,-0.2,0.49,11.1,2015
Ramon Sessions,2077000.0,0.032934274161579326,36.0,-0.3,-5.1,-0.5,0.442,8.1,2015
Ramon Sessions,2077000.0,0.032934274161579326,28.0,1.4,0.1,0.3,0.547,14.7,2015
Kelly Olynyk,2075760.0,0.03291461190834853,64.0,3.6,0.4,0.8,0.558,15.9,2015
Zach LaVine,2055840.0,0.032598747324189326,77.0,-0.7,-4.6,-1.3,0.515,11.3,2015
Kent Bazemore,2000000.0,0.03171331166257036,75.0,1.6,-2.1,0.0,0.52,9.7,2015
Elton Brand,2000000.0,0.03171331166257036,36.0,0.7,-3.0,-0.1,0.457,9.4,2015
DeJuan Blair,2000000.0,0.03171331166257036,29.0,0.1,-8.4,-0.3,0.469,7.7,2015
John Henson,1987320.0,0.03151224926662967,67.0,3.6,0.7,0.8,0.578,18.0,2015
Shabazz Muhammad,1971960.0,0.031268691033061125,38.0,2.0,0.7,0.6,0.556,19.9,2015
Samuel Dalembert,1885755.0,0.02990176801712519,32.0,0.3,-3.1,-0.1,0.461,11.8,2015
Giannis Antetokounmpo,1873200.0,0.029702687703163404,81.0,6.2,0.0,1.2,0.552,14.8,2015
Adreian Payne,1855320.0,0.029419170696900025,32.0,-0.5,-6.9,-0.9,0.443,7.7,2015
Adreian Payne,1855320.0,0.029419170696900025,29.0,-0.5,-6.8,-0.9,0.448,7.8,2015
Jeff Ayres,1828750.0,0.028997859351462776,51.0,1.2,-2.2,0.0,0.618,14.4,2015
Jeremy Evans,1795000.0,0.028462697217156902,38.0,1.3,4.2,0.4,0.636,20.5,2015
Reggie Evans,1768654.0,0.02804493776262586,47.0,1.2,-2.4,-0.1,0.49,11.7,2015
Jusuf Nurkic,1762680.0,0.027950210100689765,62.0,1.6,-2.8,-0.2,0.483,14.8,2015
Tyler Zeller,1703760.0,0.02701593593911044,82.0,6.5,0.9,1.3,0.594,18.9,2015
James Young,1674480.0,0.02655165305637041,31.0,0.3,-3.4,-0.1,0.457,8.5,2015
Pablo Prigioni,1662961.0,0.026369000237849837,67.0,2.3,0.0,0.6,0.557,12.2,2015
Pablo Prigioni,1662961.0,0.026369000237849837,43.0,1.2,0.1,0.4,0.583,12.7,2015
Ryan Kelly,1650000.0,0.02616348212162055,52.0,0.7,-3.3,-0.4,0.473,8.6,2015
Terrence Jones,1618680.0,0.0256668516609847,33.0,3.0,1.2,0.7,0.567,18.3,2015
Shane Larkin,1606080.0,0.025467057797510503,76.0,1.7,-2.8,-0.4,0.504,10.9,2015
Tyler Ennis,1590720.0,0.025223499563941966,33.0,-0.3,-4.3,-0.2,0.411,7.3,2015
Tyler Ennis,1590720.0,0.025223499563941966,25.0,-0.3,-4.8,-0.2,0.395,6.6,2015
Andrew Nicholson,1545840.0,0.024511852850233887,40.0,0.1,-4.9,-0.4,0.483,10.3,2015
Sergey Karasev,1533840.0,0.024321572980258464,33.0,0.7,-1.7,0.0,0.508,10.5,2015
Gary Harris,1519200.0,0.02408943153888845,55.0,-0.7,-5.3,-0.6,0.395,4.9,2015
Donatas Motiejunas,1483920.0,0.023530008721160706,71.0,4.7,-0.5,0.8,0.553,14.4,2015
Evan Fournier,1483920.0,0.023530008721160706,58.0,2.1,-1.8,0.1,0.546,12.4,2015
Tony Snell,1472400.0,0.0233473400459843,72.0,2.4,-1.4,0.2,0.55,10.2,2015
James Jones,1448490.0,0.022968207405058273,57.0,1.5,-0.7,0.2,0.565,11.1,2015
Shawn Marion,1448490.0,0.022968207405058273,57.0,1.7,-1.0,0.3,0.489,11.0,2015
Richard Jefferson,1448490.0,0.022968207405058273,74.0,2.3,-0.8,0.4,0.577,11.3,2015
Leandro Barbosa,1448490.0,0.022968207405058273,66.0,2.8,0.3,0.6,0.558,15.3,2015
Willie Green,1448490.0,0.022968207405058273,52.0,-0.1,-4.2,-0.5,0.477,7.9,2015
Matt Bonner,1448490.0,0.022968207405058273,72.0,2.1,-0.7,0.3,0.536,10.1,2015
Rasual Butler,1448490.0,0.022968207405058273,75.0,2.6,-0.8,0.4,0.531,11.4,2015
Jared Sullinger,1424520.0,0.02258812336478237,58.0,4.0,1.1,1.2,0.503,17.9,2015
Gorgui Dieng,1413480.0,0.02241306588440498,73.0,4.9,0.2,1.2,0.573,17.2,2015
Mitch McGary,1400040.0,0.022199952430032505,32.0,1.3,-1.9,0.0,0.55,16.6,2015
Mason Plumlee,1357080.0,0.021518750495520496,82.0,4.8,0.1,0.9,0.57,18.0,2015
Jordan Adams,1344120.0,0.02131324823594704,30.0,0.4,1.4,0.2,0.489,12.8,2015
Jason Maxiell,1316809.0,0.020880187108538808,61.0,1.4,-3.2,-0.3,0.455,10.4,2015
Charlie Villanueva,1316809.0,0.020880187108538808,64.0,1.4,1.5,0.6,0.534,17.4,2015
Ronnie Price,1316809.0,0.020880187108538808,43.0,0.7,-2.6,-0.1,0.455,10.2,2015
Ryan Hollins,1310286.0,0.020776754142551337,46.0,1.0,-2.3,0.0,0.648,13.1,2015
Solomon Hill,1302840.0,0.020658685483231586,82.0,3.5,-1.5,0.3,0.507,10.2,2015
Rodney Hood,1290360.0,0.02046079441845715,50.0,2.2,-0.7,0.3,0.529,12.3,2015
Alan Anderson,1276061.0,0.0202340600967256,74.0,2.7,-1.5,0.2,0.563,10.6,2015
Austin Daye,1263550.0,0.020035677475620392,34.0,0.0,-4.2,-0.2,0.449,8.2,2015
Austin Daye,1263550.0,0.020035677475620392,26.0,-0.1,-5.2,-0.2,0.441,7.1,2015
Pero Antic,1250000.0,0.019820819789106478,63.0,1.5,-4.1,-0.6,0.508,9.5,2015
Shabazz Napier,1238640.0,0.019640688178863077,51.0,0.5,-3.2,-0.3,0.517,9.3,2015
Rodney Stuckey,1227985.0,0.019471735510980734,71.0,4.0,0.3,1.1,0.528,15.4,2015
Tony Wroten,1210080.0,0.019187822088321572,30.0,0.3,-1.2,0.2,0.494,14.9,2015
Reggie Bullock,1200720.0,0.019039403789740745,36.0,0.1,-3.2,-0.1,0.466,6.2,2015
Reggie Bullock,1200720.0,0.019039403789740745,25.0,0.4,-1.2,0.1,0.578,8.8,2015
Miles Plumlee,1169880.0,0.01855038452390391,73.0,2.6,-0.6,0.4,0.536,13.4,2015
Miles Plumlee,1169880.0,0.01855038452390391,54.0,2.1,-0.7,0.3,0.55,13.1,2015
Andre Roberson,1160880.0,0.018407674621422343,67.0,2.1,-0.7,0.4,0.513,9.1,2015
Brandon Rush,1145685.0,0.018166732736065963,33.0,-0.3,-7.3,-0.4,0.255,0.8,2015
Shawne Williams,1145685.0,0.018166732736065963,63.0,1.9,-2.0,0.0,0.537,10.5,2015
Shawne Williams,1145685.0,0.018166732736065963,44.0,2.0,-1.2,0.2,0.574,11.2,2015
Perry Jones,1129200.0,0.017905335764687228,43.0,0.2,-4.4,-0.4,0.459,6.9,2015
Rudy Gobert,1127400.0,0.017876793784190916,82.0,9.3,4.2,3.4,0.627,21.6,2015
Festus Ezeli,1112880.0,0.017646555141520654,46.0,1.7,-1.8,0.0,0.58,16.2,2015
Archie Goodwin,1112280.0,0.017637041148021882,41.0,0.2,-3.4,-0.2,0.486,11.2,2015
Damjan Rudez,1100000.0,0.0174423214144137,68.0,1.3,-2.3,-0.1,0.591,8.2,2015
Kyle Anderson,1093680.0,0.017342107349559977,33.0,0.3,-1.4,0.1,0.389,8.2,2015
Kyle Singler,1090000.0,0.01728375485610085,80.0,2.0,-2.1,0.0,0.512,8.5,2015
Kyle Singler,1090000.0,0.01728375485610085,54.0,1.6,-1.7,0.1,0.526,9.4,2015
Kyle Singler,1090000.0,0.01728375485610085,26.0,0.4,-3.2,-0.1,0.461,5.8,2015
Wayne Ellington,1063384.0,0.016861714104495364,65.0,1.2,-2.3,-0.1,0.504,11.6,2015
Alonzo Gee,1063384.0,0.016861714104495364,54.0,1.2,-0.6,0.2,0.548,13.0,2015
Alonzo Gee,1063384.0,0.016861714104495364,39.0,1.1,0.2,0.3,0.574,14.0,2015
Omri Casspi,1063384.0,0.016861714104495364,67.0,2.7,-0.8,0.4,0.58,14.4,2015
Robert Covington,1000000.0,0.01585665583128518,70.0,4.0,0.7,1.3,0.554,14.7,2015
Al-Farouq Aminu,981084.0,0.015556711329580591,74.0,3.3,0.7,1.0,0.504,14.4,2015
Ekpe Udoh,981084.0,0.015556711329580591,33.0,0.3,-1.2,0.0,0.519,11.6,2015
Wesley Johnson,981084.0,0.015556711329580591,76.0,1.7,-1.9,0.1,0.509,11.1,2015
Ed Davis,981084.0,0.015556711329580591,79.0,6.3,1.5,1.6,0.594,20.0,2015
Alexis Ajinca,981084.0,0.015556711329580591,68.0,3.2,-0.3,0.4,0.595,19.9,2015
Luke Babbitt,981084.0,0.015556711329580591,63.0,1.6,-0.4,0.3,0.639,11.1,2015
Cole Aldrich,981084.0,0.015556711329580591,61.0,2.2,0.3,0.6,0.513,18.1,2015
Garrett Temple,981084.0,0.015556711329580591,52.0,1.5,0.6,0.5,0.534,10.9,2015
Jon Leuer,967500.0,0.015341314516768413,63.0,1.3,-2.8,-0.1,0.478,11.9,2015
E'Twaun Moore,948163.0,0.015034694362958852,56.0,0.8,-1.5,0.1,0.504,10.3,2015
Greg Smith,948163.0,0.015034694362958852,42.0,0.8,-2.6,-0.1,0.605,10.2,2015
Joey Dorsey,948163.0,0.015034694362958852,69.0,1.9,-3.1,-0.2,0.507,11.1,2015
Donald Sloan,948163.0,0.015034694362958852,53.0,2.0,-0.1,0.5,0.503,13.1,2015
Lavoy Allen,948163.0,0.015034694362958852,63.0,2.8,0.0,0.6,0.493,14.9,2015
Jimmer Fredette,948163.0,0.015034694362958852,50.0,0.2,-4.7,-0.4,0.479,9.8,2015
Lance Thomas,937004.0,0.01485774994053754,62.0,-0.4,-5.6,-1.3,0.456,8.0,2015
Lance Thomas,937004.0,0.01485774994053754,40.0,-0.5,-5.9,-1.0,0.478,8.6,2015
Jae Crowder,915243.0,0.014512693252992944,82.0,3.9,0.5,1.0,0.517,13.9,2015
Jae Crowder,915243.0,0.014512693252992944,25.0,0.5,-0.1,0.1,0.55,12.7,2015
Jae Crowder,915243.0,0.014512693252992944,57.0,3.3,0.6,0.9,0.512,14.1,2015
Aaron Brooks,915243.0,0.014512693252992944,82.0,3.3,-0.8,0.5,0.534,14.4,2015
Will Barton,915243.0,0.014512693252992944,58.0,1.3,-0.2,0.4,0.503,13.6,2015
Will Barton,915243.0,0.014512693252992944,30.0,0.0,-3.3,-0.1,0.422,8.3,2015
Will Barton,915243.0,0.014512693252992944,28.0,1.3,1.2,0.5,0.533,15.9,2015
Draymond Green,915243.0,0.014512693252992944,79.0,8.5,3.5,3.5,0.54,16.4,2015
Patrick Beverley,915243.0,0.014512693252992944,56.0,3.5,0.1,0.9,0.509,11.3,2015
Robert Sacre,915243.0,0.014512693252992944,67.0,0.8,-3.5,-0.4,0.449,10.9,2015
Khris Middleton,915243.0,0.014512693252992944,79.0,6.7,1.6,2.2,0.563,15.6,2015
Quincy Acy,915243.0,0.014512693252992944,68.0,1.7,-3.1,-0.3,0.533,11.9,2015
Kyle O'Quinn,915243.0,0.014512693252992944,51.0,1.6,-0.3,0.4,0.55,14.8,2015
Henry Sims,915243.0,0.014512693252992944,73.0,2.1,-2.8,-0.3,0.521,14.5,2015
Kendall Marshall,915243.0,0.014512693252992944,28.0,0.8,-0.8,0.1,0.562,12.4,2015
Joe Harris,884879.0,0.0140312217553318,51.0,0.2,-5.6,-0.4,0.537,5.6,2015
Jerami Grant,884879.0,0.0140312217553318,65.0,0.5,-3.3,-0.5,0.47,8.7,2015
Robbie Hummel,880000.0,0.01395385713153096,45.0,0.8,-4.1,-0.4,0.536,9.7,2015
Allen Crabbe,862000.0,0.013668437326567827,51.0,1.3,-0.8,0.2,0.525,8.7,2015
Dante Cunningham,831941.0,0.013191802108935226,66.0,1.6,-2.5,-0.2,0.473,8.9,2015
Mike Muscala,816482.0,0.012946674066439389,40.0,1.9,0.1,0.3,0.608,18.0,2015
Phil Pressey,816482.0,0.012946674066439389,50.0,0.8,-1.2,0.1,0.453,11.8,2015
Jerome Jordan,816482.0,0.012946674066439389,44.0,1.2,-1.2,0.1,0.609,16.8,2015
Troy Daniels,816482.0,0.012946674066439389,47.0,0.2,-3.2,-0.1,0.515,9.6,2015
Matthew Dellavedova,816482.0,0.012946674066439389,67.0,1.9,-2.8,-0.3,0.493,8.5,2015
Justin Holiday,816482.0,0.012946674066439389,59.0,1.3,-1.4,0.1,0.498,12.1,2015
Nick Calathes,816482.0,0.012946674066439389,58.0,1.1,0.0,0.4,0.455,12.3,2015
Justin Hamilton,816482.0,0.012946674066439389,41.0,1.5,-0.8,0.2,0.551,14.6,2015
Jeff Withey,816482.0,0.012946674066439389,37.0,0.8,-0.5,0.1,0.57,17.6,2015
Dewayne Dedmon,816482.0,0.012946674066439389,59.0,1.7,-3.5,-0.3,0.568,13.3,2015
Hollis Thompson,816482.0,0.012946674066439389,71.0,2.6,-1.8,0.1,0.538,10.9,2015
Isaiah Canaan,816482.0,0.012946674066439389,47.0,1.4,-0.8,0.3,0.534,12.4,2015
Isaiah Canaan,816482.0,0.012946674066439389,25.0,0.6,-0.4,0.2,0.549,11.8,2015
Ray McCallum,816482.0,0.012946674066439389,68.0,1.4,-2.0,0.0,0.496,12.5,2015
Ian Clark,816481.0,0.012946658209783557,30.0,0.2,-3.0,0.0,0.483,8.8,2015
Darius Morris,803149.0,0.012735257274240862,38.0,-0.4,-6.4,-0.3,0.377,6.7,2015
Hassan Whiteside,775191.0,0.01229193689050979,48.0,5.3,4.1,1.8,0.619,26.2,2015
Dahntay Jones,721169.0,0.011435328629192103,33.0,0.0,-8.3,-0.2,0.406,1.9,2015
Spencer Dinwiddie,700000.0,0.011099659081899627,34.0,0.1,-2.8,-0.1,0.394,10.2,2015
Johnny O'Bryant,600000.0,0.00951399349877111,34.0,-0.5,-9.5,-0.7,0.379,3.8,2015
Markel Brown,507336.0,0.0080446523428209,47.0,0.5,-2.6,-0.1,0.459,9.1,2015
Cory Jefferson,507336.0,0.0080446523428209,50.0,0.8,-3.0,-0.1,0.48,13.2,2015
Dwight Powell,507336.0,0.0080446523428209,29.0,0.6,-1.0,0.1,0.552,13.8,2015
Erick Green,507336.0,0.0080446523428209,43.0,0.0,-4.3,-0.2,0.436,8.9,2015
Nick Johnson,507336.0,0.0080446523428209,28.0,-0.1,-6.5,-0.3,0.43,4.8,2015
Jordan Clarkson,507336.0,0.0080446523428209,59.0,2.4,0.2,0.8,0.528,16.9,2015
Tarik Black,507336.0,0.0080446523428209,63.0,3.1,-2.1,0.0,0.583,14.7,2015
Tarik Black,507336.0,0.0080446523428209,25.0,0.9,-3.9,-0.2,0.548,11.6,2015
Tarik Black,507336.0,0.0080446523428209,38.0,2.2,-1.3,0.2,0.598,16.3,2015
James Ennis,507336.0,0.0080446523428209,62.0,1.9,-1.5,0.1,0.541,11.5,2015
Glenn Robinson III,507336.0,0.0080446523428209,35.0,0.1,-5.4,-0.2,0.471,8.5,2015
Glenn Robinson III,507336.0,0.0080446523428209,25.0,0.0,-5.4,-0.1,0.467,8.2,2015
Cleanthony Early,507336.0,0.0080446523428209,39.0,-0.4,-5.2,-0.5,0.447,8.4,2015
Travis Wear,507336.0,0.0080446523428209,51.0,-0.3,-5.5,-0.6,0.451,8.5,2015
JaKarr Sampson,507336.0,0.0080446523428209,74.0,0.6,-4.2,-0.6,0.498,9.4,2015
Joe Ingles,507336.0,0.0080446523428209,79.0,2.2,-1.2,0.3,0.533,9.6,2015
Lorenzo Brown,390082.0,0.006185396019979386,29.0,0.3,-2.5,-0.1,0.468,11.0,2015
Elijah Millsap,301417.0,0.004779465630698486,47.0,0.4,-3.1,-0.3,0.45,7.9,2015
Langston Galloway,295455.0,0.0046849282486323635,45.0,1.3,-2.3,-0.1,0.489,12.3,2015
Tyler Johnson,280526.0,0.004448204233727107,32.0,0.8,-0.9,0.2,0.506,12.0,2015
Brandon Davies,129676.0,0.002056227701577737,27.0,0.2,-4.5,-0.3,0.463,10.5,2015
LeBron James,22970500.0,0.32815,76.0,13.6,9.0,7.5,0.588,27.5,2016
Carmelo Anthony,22875000.0,0.3267857142857143,72.0,6.4,3.3,3.4,0.53,20.3,2016
Dwight Howard,22359364.0,0.3194194857142857,71.0,6.6,0.1,1.2,0.604,18.9,2016
Joe Johnson,22309344.0,0.3187049142857143,81.0,2.7,-1.9,0.1,0.538,12.0,2016
Joe Johnson,22309344.0,0.3187049142857143,57.0,0.7,-2.6,-0.3,0.512,10.7,2016
Kevin Durant,21971850.0,0.31388357142857143,72.0,14.5,9.9,7.8,0.634,28.2,2016
Chris Paul,21468695.0,0.30669564285714285,74.0,12.7,7.9,6.0,0.575,26.2,2016
Derrick Rose,20093064.0,0.2870437714285714,66.0,0.4,-2.5,-0.3,0.479,13.4,2016
Dwyane Wade,20000000.0,0.2857142857142857,74.0,4.9,1.9,2.2,0.517,20.3,2016
Brook Lopez,19689000.0,0.28127142857142856,73.0,6.2,1.4,2.1,0.562,21.7,2016
Kevin Love,19689000.0,0.28127142857142856,77.0,8.5,3.3,3.3,0.553,19.0,2016
DeAndre Jordan,19689000.0,0.28127142857142856,77.0,11.5,2.8,3.2,0.628,20.6,2016
Marc Gasol,19689000.0,0.28127142857142856,52.0,3.7,1.7,1.7,0.528,17.7,2016
LaMarcus Aldridge,19689000.0,0.28127142857142856,74.0,10.1,2.3,2.5,0.565,22.4,2016
Blake Griffin,18862876.0,0.26946965714285714,35.0,3.8,4.5,1.9,0.544,22.1,2016
Paul Millsap,18671659.0,0.2667379857142857,81.0,10.1,4.2,4.1,0.556,21.3,2016
David Lee,17120776.0,0.2445825142857143,55.0,3.0,1.3,0.7,0.568,19.6,2016
David Lee,17120776.0,0.2445825142857143,30.0,0.9,0.0,0.2,0.499,15.5,2016
David Lee,17120776.0,0.2445825142857143,25.0,2.1,2.8,0.5,0.66,24.0,2016
Paul George,16900000.0,0.24142857142857144,81.0,9.2,4.9,4.9,0.557,20.9,2016
Russell Westbrook,16744218.0,0.23920311428571428,80.0,14.0,7.8,6.8,0.554,27.6,2016
Jimmy Butler,16407500.0,0.23439285714285715,67.0,9.1,4.4,3.9,0.562,21.3,2016
Kyrie Irving,16407500.0,0.23439285714285715,53.0,5.0,2.3,1.8,0.54,19.9,2016
Wesley Matthews,16407500.0,0.23439285714285715,78.0,3.7,-1.0,0.6,0.532,10.9,2016
Greg Monroe,16407500.0,0.23439285714285715,79.0,7.5,2.1,2.4,0.562,21.8,2016
Kawhi Leonard,16407500.0,0.23439285714285715,72.0,13.7,9.1,6.7,0.616,26.0,2016
Tobias Harris,16000000.0,0.22857142857142856,76.0,6.6,1.5,2.2,0.56,16.2,2016
Tobias Harris,16000000.0,0.22857142857142856,49.0,3.3,0.6,1.0,0.55,15.0,2016
Tobias Harris,16000000.0,0.22857142857142856,27.0,3.3,3.1,1.2,0.577,18.2,2016
James Harden,15719062.0,0.22455802857142856,82.0,13.3,6.6,6.8,0.598,25.3,2016
Roy Hibbert,15514031.0,0.2216290142857143,81.0,2.2,-3.2,-0.6,0.507,11.2,2016
Eric Gordon,15514031.0,0.2216290142857143,45.0,2.1,-0.1,0.7,0.565,13.5,2016
Klay Thompson,15501000.0,0.22144285714285714,80.0,8.0,1.8,2.5,0.597,18.6,2016
Gordon Hayward,15409570.0,0.2201367142857143,80.0,8.9,2.6,3.3,0.559,18.3,2016
Chandler Parsons,15361500.0,0.21945,61.0,4.3,2.0,1.8,0.589,16.2,2016
Goran Dragic,14783000.0,0.21118571428571428,72.0,4.7,-0.4,1.0,0.537,15.5,2016
DeMarcus Cousins,14728844.0,0.21041205714285716,65.0,5.7,3.3,3.0,0.538,23.6,2016
John Wall,14728844.0,0.21041205714285716,77.0,5.7,3.5,3.9,0.51,19.8,2016
Khris Middleton,14700000.0,0.21,79.0,6.1,0.6,1.9,0.56,16.8,2016
Draymond Green,14260870.0,0.2037267142857143,81.0,11.1,5.5,5.3,0.587,19.3,2016
Tristan Thompson,14260000.0,0.2037142857142857,82.0,8.7,0.2,1.2,0.611,15.9,2016
Danilo Gallinari,14000000.0,0.2,53.0,6.3,2.7,2.2,0.582,19.0,2016
Reggie Jackson,13913044.0,0.19875777142857143,79.0,6.9,2.7,2.8,0.535,19.6,2016
DeMarre Carroll,13600000.0,0.19428571428571428,26.0,1.2,0.3,0.5,0.49,11.9,2016
Al Jefferson,13500000.0,0.19285714285714287,47.0,2.8,-0.5,0.4,0.507,18.2,2016
Eric Bledsoe,13500000.0,0.19285714285714287,31.0,2.5,3.3,1.4,0.557,20.0,2016
Brandon Knight,13500000.0,0.19285714285714287,52.0,1.7,-0.6,0.6,0.522,14.7,2016
Tony Parker,13437500.0,0.19196428571428573,72.0,5.8,0.4,1.2,0.546,16.2,2016
Joakim Noah,13400000.0,0.19142857142857142,29.0,1.1,1.6,0.6,0.406,14.1,2016
JaVale McGee,13270964.0,0.1895852,34.0,1.1,-0.3,0.1,0.574,19.9,2016
Tyson Chandler,13000000.0,0.18571428571428572,66.0,3.8,-1.1,0.4,0.606,14.7,2016
Ricky Rubio,12700000.0,0.18142857142857144,76.0,5.8,1.8,2.3,0.529,17.6,2016
Robin Lopez,12650000.0,0.18071428571428572,82.0,5.8,-0.2,1.0,0.574,17.6,2016
Ty Lawson,12444552.0,0.17777931428571428,66.0,0.9,-3.6,-0.6,0.476,9.7,2016
Ty Lawson,12444552.0,0.17777931428571428,53.0,0.4,-4.1,-0.6,0.48,8.9,2016
Rudy Gay,12403101.0,0.17718715714285715,70.0,3.8,-0.3,1.0,0.538,15.5,2016
Serge Ibaka,12250000.0,0.175,78.0,5.5,-0.6,0.8,0.533,13.9,2016
Al Horford,12000000.0,0.17142857142857143,82.0,9.4,3.8,3.9,0.565,19.4,2016
Amir Johnson,12000000.0,0.17142857142857143,79.0,5.9,1.2,1.4,0.602,16.0,2016
Kemba Walker,12000000.0,0.17142857142857143,81.0,9.9,4.0,4.3,0.554,20.8,2016
Andrew Bogut,12000000.0,0.17142857142857143,70.0,5.4,2.4,1.6,0.623,15.9,2016
Kyle Lowry,12000000.0,0.17142857142857143,77.0,11.6,5.8,5.7,0.578,22.1,2016
Derrick Favors,12000000.0,0.17142857142857143,62.0,7.1,3.3,2.6,0.551,21.6,2016
Nicolas Batum,11860750.0,0.1694392857142857,70.0,5.0,1.2,2.0,0.546,15.6,2016
Andre Iguodala,11710456.0,0.16729222857142856,65.0,4.4,1.1,1.4,0.565,12.2,2016
Stephen Curry,11370786.0,0.1624398,79.0,17.9,11.9,9.5,0.669,31.5,2016
Nikola Vucevic,11250000.0,0.16071428571428573,65.0,5.2,1.9,2.0,0.531,21.1,2016
Thaddeus Young,11235955.0,0.16051364285714287,73.0,4.1,0.0,1.2,0.533,17.5,2016
Kenneth Faried,11235955.0,0.16051364285714287,67.0,5.5,0.3,1.0,0.577,21.0,2016
Marcin Gortat,11217391.0,0.16024844285714285,75.0,7.3,0.6,1.5,0.592,19.0,2016
Jrue Holiday,11000000.0,0.15714285714285714,65.0,3.4,2.1,1.9,0.529,19.7,2016
Deron Williams,10853761.0,0.15505372857142857,65.0,3.7,-0.3,0.9,0.53,14.6,2016
Tyreke Evans,10734586.0,0.15335122857142858,25.0,1.4,1.7,0.7,0.534,17.9,2016
Monta Ellis,10300000.0,0.14714285714285713,81.0,4.3,0.1,1.5,0.504,13.7,2016
Anderson Varejao,10158574.0,0.1451224857142857,53.0,1.0,-2.9,-0.1,0.473,11.1,2016
Anderson Varejao,10158574.0,0.1451224857142857,31.0,0.6,-2.4,0.0,0.469,11.2,2016
Luol Deng,10151612.0,0.14502302857142857,74.0,6.4,0.8,1.7,0.549,15.0,2016
Zach Randolph,10000000.0,0.14285714285714285,68.0,4.3,-0.3,0.9,0.519,18.3,2016
Danny Green,10000000.0,0.14285714285714285,79.0,4.2,1.1,1.6,0.492,10.5,2016
Mike Conley,9680000.0,0.1382857142857143,56.0,5.3,3.0,2.2,0.538,19.4,2016
Rajon Rondo,9500000.0,0.1357142857142857,72.0,4.6,1.0,1.9,0.506,16.9,2016
DeMar DeRozan,9500000.0,0.1357142857142857,78.0,9.9,2.5,3.2,0.55,21.5,2016
Alec Burks,9213484.0,0.1316212,31.0,1.5,-0.4,0.3,0.52,14.3,2016
Jeff Green,9200000.0,0.13142857142857142,80.0,3.1,-1.8,0.1,0.51,13.0,2016
Jeff Green,9200000.0,0.13142857142857142,53.0,2.2,-1.4,0.2,0.517,13.4,2016
Jeff Green,9200000.0,0.13142857142857142,27.0,0.9,-2.5,-0.1,0.496,12.0,2016
Lance Stephenson,9000000.0,0.12857142857142856,69.0,2.2,-1.2,0.3,0.548,13.5,2016
Lance Stephenson,9000000.0,0.12857142857142856,43.0,0.9,-1.9,0.0,0.569,9.8,2016
Lance Stephenson,9000000.0,0.12857142857142856,26.0,1.2,-0.5,0.3,0.537,17.1,2016
Iman Shumpert,8988765.0,0.12841092857142858,54.0,1.7,-1.5,0.1,0.475,8.4,2016
Tiago Splitter,8500000.0,0.12142857142857143,36.0,1.7,-1.7,0.0,0.571,13.7,2016
Taj Gibson,8500000.0,0.12142857142857143,73.0,5.4,0.0,1.0,0.556,15.7,2016
Ryan Anderson,8500000.0,0.12142857142857143,66.0,3.9,-0.2,0.9,0.546,17.2,2016
Brandon Jennings,8344497.0,0.1192071,48.0,1.5,-0.4,0.3,0.491,13.7,2016
Brandon Jennings,8344497.0,0.1192071,25.0,0.7,-0.8,0.1,0.49,14.3,2016
Dirk Nowitzki,8333333.0,0.11904761428571428,75.0,6.8,2.5,2.7,0.555,19.0,2016
Corey Brewer,8229375.0,0.1175625,82.0,1.2,-2.9,-0.4,0.481,9.9,2016
Trevor Ariza,8200000.0,0.11714285714285715,81.0,5.4,0.4,1.7,0.551,12.9,2016
Channing Frye,8193029.0,0.11704327142857143,70.0,3.0,0.8,0.8,0.586,12.9,2016
Channing Frye,8193029.0,0.11704327142857143,44.0,1.5,0.7,0.5,0.586,11.8,2016
Channing Frye,8193029.0,0.11704327142857143,26.0,1.5,1.0,0.3,0.586,14.9,2016
Al-Farouq Aminu,8042895.0,0.1148985,82.0,4.0,0.1,1.2,0.533,12.7,2016
Jeff Teague,8000000.0,0.11428571428571428,79.0,5.9,1.3,1.9,0.551,17.9,2016
George Hill,8000000.0,0.11428571428571428,74.0,6.2,0.7,1.7,0.555,13.2,2016
Arron Afflalo,8000000.0,0.11428571428571428,71.0,2.7,-2.9,-0.5,0.531,10.9,2016
Markieff Morris,8000000.0,0.11428571428571428,64.0,0.5,-2.4,-0.2,0.489,12.2,2016
Markieff Morris,8000000.0,0.11428571428571428,37.0,-0.5,-3.7,-0.4,0.456,10.8,2016
