Player,Salary,salary_per_cap,G,WS,BPM,VORP,TS%,PER,Year
Reggie Bullock,2500000.0,0.025228825446802498,62.0,4.2,0.7,1.2,0.615,13.6,2018
Manu Ginobili,2500000.0,0.025228825446802498,65.0,2.2,-1.3,0.2,0.553,12.9,2018
Bam Adebayo,2490360.0,0.02513154309587963,69.0,4.2,-0.4,0.6,0.57,15.7,2018
Myles Turner,2483040.0,0.02505767309497139,65.0,4.7,-0.2,0.8,0.567,16.6,2018
Trey Lyles,2441400.0,0.02463746177832945,73.0,3.9,1.3,1.1,0.591,17.9,2018
Taurean Prince,2422560.0,0.024447337349762344,82.0,2.0,-1.1,0.6,0.549,12.8,2018
Dario Saric,2422560.0,0.024447337349762344,78.0,6.6,1.3,1.9,0.582,15.8,2018
Rodney Hood,2386864.0,0.02408711008850272,60.0,2.7,-0.1,0.8,0.546,14.3,2018
Rodney Hood,2386864.0,0.02408711008850272,39.0,1.9,0.5,0.7,0.551,15.1,2018
Justin Jackson,2365560.0,0.023872120129575247,68.0,1.0,-3.5,-0.6,0.521,9.2,2018
Shabazz Napier,2361359.0,0.02382972561129444,74.0,3.2,0.7,1.0,0.544,14.2,2018
Rashad Vaughn,2338653.0,0.023600587327056402,28.0,0.2,-2.6,0.0,0.546,9.3,2018
Clint Capela,2334528.0,0.02355895976506918,74.0,10.2,3.4,2.8,0.65,24.5,2018
Jose Calderon,2328652.0,0.02349966193373901,57.0,1.8,-1.9,0.0,0.643,11.3,2018
David West,2328652.0,0.02349966193373901,73.0,3.5,3.1,1.3,0.6,20.9,2018
Jason Terry,2328652.0,0.02349966193373901,51.0,0.7,-2.0,0.0,0.525,8.1,2018
Jarrett Jack,2328652.0,0.02349966193373901,62.0,1.2,-2.8,-0.3,0.489,11.5,2018
Raymond Felton,2328652.0,0.02349966193373901,82.0,2.2,-0.6,0.5,0.494,13.0,2018
Devin Booker,2319360.0,0.02340589143531834,54.0,2.4,0.9,1.4,0.561,18.1,2018
Dante Cunningham,2300000.0,0.023210519411058297,73.0,2.4,-1.7,0.1,0.539,10.0,2018
Dante Cunningham,2300000.0,0.023210519411058297,51.0,1.6,-2.0,0.0,0.525,8.4,2018
Guerschon Yabusele,2247480.0,0.02268051224607187,33.0,0.6,-1.2,0.0,0.559,12.3,2018
Cameron Payne,2203440.0,0.022236081257000998,25.0,0.8,-0.4,0.2,0.498,14.0,2018
Denzel Valentine,2186400.0,0.022064121582755593,77.0,2.5,-1.0,0.5,0.527,12.1,2018
Kyle Anderson,2151704.0,0.02171398585167469,74.0,6.2,2.9,2.4,0.582,15.9,2018
Jeff Green,2116955.0,0.021363315269494313,78.0,3.9,-1.8,0.1,0.587,14.8,2018
JaVale McGee,2116955.0,0.021363315269494313,65.0,2.7,1.5,0.5,0.641,22.3,2018
Luc Mbah a Moute,2116955.0,0.021363315269494313,61.0,2.8,-0.2,0.7,0.595,10.3,2018
Aaron Brooks,2116955.0,0.021363315269494313,32.0,0.1,-3.8,-0.1,0.508,9.8,2018
Michael Beasley,2116955.0,0.021363315269494313,74.0,2.4,-0.2,0.7,0.556,17.8,2018
Marreese Speights,2116955.0,0.021363315269494313,52.0,0.6,-1.1,0.1,0.539,13.7,2018
Omri Casspi,2106470.0,0.021257505575570424,53.0,2.2,-0.9,0.2,0.632,15.5,2018
Mario Chalmers,2106407.0,0.021256869809169163,66.0,0.6,-3.2,-0.4,0.503,10.4,2018
Darius Miller,2100000.0,0.021192213375314097,82.0,3.0,-1.9,0.1,0.617,9.3,2018
Juan Hernangomez,2076840.0,0.020958493536374922,25.0,0.4,-3.3,-0.1,0.511,9.7,2018
Tim Frazier,2000000.0,0.020183060357442,59.0,1.4,-0.9,0.2,0.475,11.3,2018
Terry Rozier,1988520.0,0.020067209590990284,80.0,5.6,2.1,2.1,0.52,15.1,2018
Luke Babbitt,1974159.0,0.019922285126093668,50.0,0.9,-2.4,-0.1,0.576,9.8,2018
Luke Babbitt,1974159.0,0.019922285126093668,37.0,1.1,-0.7,0.2,0.636,12.0,2018
John Collins,1936920.0,0.01954648663376828,74.0,5.4,-0.2,0.8,0.62,18.3,2018
Shabazz Muhammad,1924755.0,0.019423723169144137,43.0,0.7,-2.5,-0.1,0.51,15.4,2018
Shabazz Muhammad,1924755.0,0.019423723169144137,32.0,0.0,-5.9,-0.3,0.446,9.3,2018
Sam Dekker,1794600.0,0.018110260058732706,73.0,1.2,-2.9,-0.2,0.534,11.5,2018
Terrance Ferguson,1785000.0,0.018013381369016986,61.0,1.2,-3.3,-0.3,0.545,7.4,2018
Henry Ellenson,1780800.0,0.017970996942266355,38.0,0.1,-4.4,-0.2,0.476,10.5,2018
Eric Moreland,1740000.0,0.01755926251097454,67.0,2.3,0.5,0.5,0.531,13.9,2018
Jerian Grant,1713840.0,0.0172952680814992,74.0,3.3,-1.3,0.3,0.528,14.3,2018
Jarrett Allen,1713720.0,0.017294057097877753,72.0,4.2,-0.8,0.5,0.636,17.5,2018
Quincy Acy,1709538.0,0.01725185431867034,70.0,1.0,-2.5,-0.2,0.525,8.2,2018
Tyler Zeller,1709538.0,0.01725185431867034,66.0,2.9,-1.4,0.2,0.598,16.0,2018
Tyler Zeller,1709538.0,0.01725185431867034,42.0,1.5,-1.0,0.2,0.587,15.3,2018
Mike Scott,1709538.0,0.01725185431867034,76.0,2.5,-1.7,0.1,0.599,13.6,2018
Malik Beasley,1700640.0,0.017162059883140082,62.0,0.3,-3.8,-0.3,0.509,9.0,2018
Ante Zizic,1645200.0,0.01660258545003179,32.0,1.0,1.0,0.2,0.746,24.2,2018
Delon Wright,1645200.0,0.01660258545003179,69.0,4.5,3.3,1.9,0.574,16.5,2018
OG Anunoby,1645200.0,0.01660258545003179,74.0,3.0,-0.6,0.5,0.587,10.0,2018
Caris LeVert,1632480.0,0.016474221186158457,71.0,2.3,-0.8,0.6,0.525,14.2,2018
Justin Anderson,1579440.0,0.015938966425479095,38.0,1.2,-0.9,0.1,0.54,13.0,2018
Ian Clark,1577230.0,0.01591666414378412,74.0,1.1,-3.5,-0.6,0.529,9.4,2018
Shane Larkin,1524305.0,0.015382569909075314,54.0,1.4,-1.7,0.1,0.491,10.3,2018
Joe Harris,1524305.0,0.015382569909075314,78.0,4.0,0.1,1.0,0.634,13.3,2018
Spencer Dinwiddie,1524305.0,0.015382569909075314,80.0,5.7,0.6,1.5,0.527,15.9,2018
Tyler Ennis,1524305.0,0.015382569909075314,54.0,0.8,-2.1,0.0,0.473,11.1,2018
Johnny O'Bryant,1524305.0,0.015382569909075314,36.0,0.3,-4.4,-0.2,0.47,11.9,2018
Jerami Grant,1524305.0,0.015382569909075314,81.0,5.4,0.3,1.0,0.607,16.2,2018
Joffrey Lauvergne,1524305.0,0.015382569909075314,55.0,1.3,-1.0,0.1,0.536,16.5,2018
Bobby Portis,1516320.0,0.015301989040598226,73.0,3.5,0.8,1.2,0.548,19.7,2018
DeAndre Liggins,1505942.0,0.015197259140403459,58.0,0.5,-2.5,-0.1,0.467,6.0,2018
DeAndre Liggins,1505942.0,0.015197259140403459,31.0,0.2,-2.8,-0.1,0.424,5.0,2018
DeAndre Liggins,1505942.0,0.015197259140403459,27.0,0.3,-1.8,0.0,0.537,7.8,2018
Malachi Richardson,1504560.0,0.015183312645696468,26.0,-0.1,-6.0,-0.3,0.446,5.9,2018
Malachi Richardson,1504560.0,0.015183312645696468,25.0,-0.1,-6.0,-0.3,0.445,5.8,2018
Willie Reed,1471382.0,0.014848495857426862,42.0,1.5,0.8,0.3,0.671,19.2,2018
Willie Reed,1471382.0,0.014848495857426862,39.0,1.5,0.8,0.3,0.669,19.4,2018
Salah Mejri,1471382.0,0.014848495857426862,61.0,2.7,0.7,0.5,0.644,17.8,2018
Nikola Jokic,1471382.0,0.014848495857426862,75.0,10.7,6.9,5.5,0.603,24.4,2018
Kevon Looney,1471382.0,0.014848495857426862,66.0,2.8,-0.2,0.4,0.588,14.8,2018
Montrezl Harrell,1471382.0,0.014848495857426862,76.0,5.5,3.3,1.7,0.647,24.7,2018
Jarell Martin,1471382.0,0.014848495857426862,73.0,1.3,-4.0,-0.8,0.516,10.5,2018
Josh Richardson,1471382.0,0.014848495857426862,81.0,5.4,0.7,1.8,0.551,13.6,2018
Tyus Jones,1471382.0,0.014848495857426862,82.0,3.6,0.8,1.1,0.572,14.1,2018
Josh Huestis,1471382.0,0.014848495857426862,69.0,0.5,-3.9,-0.5,0.417,5.4,2018
Richaun Holmes,1471382.0,0.014848495857426862,48.0,2.8,1.1,0.6,0.585,17.4,2018
Pat Connaughton,1471382.0,0.014848495857426862,82.0,2.5,-1.8,0.1,0.539,9.3,2018
Norman Powell,1471382.0,0.014848495857426862,70.0,0.6,-2.9,-0.3,0.492,8.5,2018
Raul Neto,1471382.0,0.014848495857426862,41.0,0.9,-1.4,0.1,0.55,11.9,2018
Caleb Swanigan,1465920.0,0.014793375919590688,27.0,0.0,-5.5,-0.2,0.449,7.5,2018
Rondae Hollis-Jefferson,1455720.0,0.014690442311767733,68.0,4.1,0.1,1.0,0.548,16.9,2018
Willy Hernangomez,1435750.0,0.014488914454098676,48.0,1.8,1.4,0.4,0.604,21.2,2018
Willy Hernangomez,1435750.0,0.014488914454098676,26.0,0.3,-0.3,0.1,0.595,16.9,2018
Kyle Kuzma,1423560.0,0.014365898701220067,77.0,3.8,-0.7,0.8,0.549,14.2,2018
Josh Hart,1394520.0,0.014072840664830008,63.0,3.4,-0.1,0.7,0.596,12.2,2018
Gerald Green,1381403.0,0.013940470063475725,41.0,2.1,0.3,0.5,0.566,14.1,2018
Isaiah Taylor,1312611.0,0.01324625351942115,67.0,0.6,-4.4,-0.7,0.492,10.9,2018
Treveon Graham,1312611.0,0.01324625351942115,63.0,1.8,-2.7,-0.2,0.553,9.0,2018
Paul Zipser,1312611.0,0.01324625351942115,54.0,-0.6,-6.1,-0.8,0.445,5.2,2018
David Nwaba,1312611.0,0.01324625351942115,70.0,2.4,-2.5,-0.2,0.542,12.2,2018
Yogi Ferrell,1312611.0,0.01324625351942115,82.0,3.0,-1.4,0.4,0.54,11.4,2018
Patrick McCaw,1312611.0,0.01324625351942115,57.0,0.6,-4.1,-0.5,0.477,7.4,2018
Ivica Zubac,1312611.0,0.01324625351942115,43.0,1.0,-2.0,0.0,0.557,15.3,2018
Deyonta Davis,1312611.0,0.01324625351942115,62.0,2.7,-1.5,0.1,0.621,16.6,2018
Andrew Harrison,1312611.0,0.01324625351942115,56.0,1.7,-1.5,0.2,0.534,12.7,2018
Wayne Selden,1312611.0,0.01324625351942115,35.0,0.3,-3.1,-0.2,0.551,11.8,2018
Malcolm Brogdon,1312611.0,0.01324625351942115,48.0,2.7,-1.2,0.3,0.578,14.3,2018
Marcus Georges-Hunt,1312611.0,0.01324625351942115,42.0,0.2,-5.1,-0.2,0.515,6.9,2018
Cheick Diallo,1312611.0,0.01324625351942115,52.0,1.9,-1.2,0.1,0.619,17.0,2018
Tyler Ulis,1312611.0,0.01324625351942115,71.0,-0.2,-4.4,-1.0,0.465,10.1,2018
Jake Layman,1312611.0,0.01324625351942115,35.0,-0.1,-4.3,-0.1,0.352,4.9,2018
Skal Labissiere,1312611.0,0.01324625351942115,60.0,1.4,-2.7,-0.2,0.513,14.3,2018
Dejounte Murray,1312611.0,0.01324625351942115,81.0,3.2,0.5,1.1,0.485,15.1,2018
Bryn Forbes,1312611.0,0.01324625351942115,80.0,2.1,-3.1,-0.4,0.525,9.1,2018
Davis Bertans,1312611.0,0.01324625351942115,77.0,3.1,1.6,1.0,0.588,14.1,2018
Pascal Siakam,1312611.0,0.01324625351942115,81.0,4.7,1.3,1.4,0.549,14.5,2018
Fred VanVleet,1312611.0,0.01324625351942115,76.0,4.7,2.4,1.7,0.556,15.9,2018
Semi Ojeleye,1291892.0,0.01303716710564823,73.0,1.2,-4.7,-0.8,0.473,4.6,2018
Abdel Nader,1167333.0,0.01178017619811692,48.0,-0.1,-5.3,-0.4,0.439,5.1,2018
Damyean Dotson,1100000.0,0.0111006831965931,44.0,0.6,-2.3,0.0,0.532,11.6,2018
Wesley Iwundu,1050000.0,0.010596106687657049,62.0,0.7,-4.3,-0.6,0.48,7.8,2018
Ivan Rabb,950000.0,0.00958695366978495,36.0,1.2,-2.0,0.0,0.599,16.6,2018
Tyler Dorsey,815615.0,0.008230803386717528,56.0,0.4,-2.9,-0.2,0.494,10.0,2018
Daniel Theis,815615.0,0.008230803386717528,63.0,3.5,0.3,0.5,0.616,16.1,2018
Dwayne Bacon,815615.0,0.008230803386717528,53.0,-0.1,-4.7,-0.5,0.431,5.8,2018
Maxi Kleber,815615.0,0.008230803386717528,72.0,2.8,-0.5,0.5,0.576,13.4,2018
Jordan Bell,815615.0,0.008230803386717528,57.0,2.9,2.8,1.0,0.641,18.0,2018
Jawun Evans,815615.0,0.008230803386717528,48.0,-0.2,-5.0,-0.6,0.421,7.2,2018
Sindarius Thornwell,815615.0,0.008230803386717528,73.0,1.0,-2.4,-0.1,0.519,8.2,2018
Dillon Brooks,815615.0,0.008230803386717528,82.0,1.2,-4.0,-1.2,0.531,9.8,2018
Sterling Brown,815615.0,0.008230803386717528,54.0,0.7,-3.1,-0.2,0.503,9.1,2018
Dakari Johnson,815615.0,0.008230803386717528,31.0,0.6,-0.3,0.1,0.575,16.4,2018
Khem Birch,815615.0,0.008230803386717528,42.0,1.8,-0.9,0.2,0.582,16.4,2018
Brandon Paul,815615.0,0.008230803386717528,64.0,0.5,-3.5,-0.2,0.504,7.4,2018
Royce O'Neale,815615.0,0.008230803386717528,69.0,2.4,-0.2,0.5,0.54,10.8,2018
Emeka Okafor,813293.0,0.008207370853642537,26.0,1.0,-1.2,0.1,0.545,16.4,2018
Trey Burke,784160.0,0.00791337430494586,36.0,2.4,2.5,0.9,0.563,21.0,2018
Alex Poythress,778668.0,0.007857951621204323,25.0,0.1,-5.1,-0.1,0.5,7.8,2018
Dwight Buycks,748160.0,0.007550079218511903,29.0,0.2,-3.1,-0.1,0.498,12.8,2018
Kyle Collinsworth,595702.0,0.006011544710524457,32.0,0.5,-2.6,-0.1,0.433,10.0,2018
Quinn Cook,189832.0,0.0019156953568869647,33.0,1.6,-1.6,0.1,0.593,12.8,2018
Mike James,164802.0,0.001663104356513578,36.0,0.2,-1.5,0.1,0.469,13.9,2018
Mike James,164802.0,0.001663104356513578,32.0,0.3,-1.2,0.1,0.476,14.2,2018
Tyler Cavanaugh,77250.0,0.0007795707063061972,39.0,1.2,-1.9,0.0,0.567,13.0,2018
Torrey Craig,77250.0,0.0007795707063061972,39.0,0.9,-2.9,-0.1,0.535,9.8,2018
Tyrone Wallace,77250.0,0.0007795707063061972,30.0,0.7,-3.5,-0.3,0.517,10.1,2018
Alex Caruso,77250.0,0.0007795707063061972,37.0,0.5,-2.9,-0.1,0.519,8.7,2018
Kobi Simmons,77250.0,0.0007795707063061972,32.0,-0.2,-6.9,-0.8,0.49,7.7,2018
Stephen Curry,37457154.0,0.36769924118230274,69.0,9.7,6.6,5.1,0.641,24.4,2019
Russell Westbrook,35665000.0,0.3501065093404274,73.0,6.8,5.2,4.7,0.501,21.1,2019
Chris Paul,35654150.0,0.35,58.0,6.6,3.9,2.8,0.56,19.7,2019
LeBron James,35654150.0,0.35,55.0,7.2,8.0,4.9,0.588,25.6,2019
Kyle Lowry,32700000.0,0.32100050064298263,65.0,6.6,2.3,2.4,0.562,16.5,2019
Blake Griffin,31873932.0,0.3128913801058222,75.0,8.0,5.1,4.7,0.581,21.0,2019
Gordon Hayward,31214295.0,0.30641603431858566,72.0,4.9,0.8,1.3,0.575,15.6,2019
James Harden,30570000.0,0.30009129372036636,78.0,15.2,11.0,9.3,0.616,30.6,2019
Paul George,30560700.0,0.3,77.0,11.9,7.2,6.6,0.583,23.3,2019
Mike Conley,30521115.0,0.2996114126966987,70.0,8.0,4.7,3.9,0.569,21.4,2019
Kevin Durant,30000000.0,0.2944958721495254,78.0,11.5,5.5,5.1,0.631,24.2,2019
Paul Millsap,29230769.0,0.2869446936752103,70.0,6.1,1.7,1.8,0.57,17.9,2019
Al Horford,28928710.0,0.28397952272035654,68.0,7.5,5.1,3.6,0.605,20.2,2019
Damian Lillard,27977689.0,0.27464379742610606,80.0,12.1,6.4,6.0,0.588,23.7,2019
DeMar DeRozan,27739975.0,0.27231027103436767,77.0,6.3,1.1,2.2,0.542,19.6,2019
Jrue Holiday,26641111.0,0.26152324063257715,67.0,5.4,3.0,3.1,0.555,19.4,2019
Otto Porter,26011913.0,0.25534670017375255,56.0,3.2,0.9,1.2,0.569,15.9,2019
Otto Porter,26011913.0,0.25534670017375255,41.0,2.1,0.3,0.7,0.551,15.0,2019
CJ McCollum,25759766.0,0.252871491817923,70.0,5.6,1.0,1.8,0.553,17.0,2019
Nikola Jokic,25467250.0,0.25,80.0,11.8,9.1,7.0,0.589,26.3,2019
Andrew Wiggins,25467250.0,0.25,73.0,0.6,-3.0,-0.6,0.493,12.4,2019
Joel Embiid,25467250.0,0.25,64.0,8.7,4.9,3.8,0.593,26.1,2019
Anthony Davis,25434263.0,0.24967618215551346,56.0,9.5,9.4,5.3,0.597,30.3,2019
Andre Drummond,25434262.0,0.24967617233898437,79.0,10.0,2.1,2.7,0.555,23.4,2019
Bradley Beal,25434262.0,0.24967617233898437,82.0,7.6,2.9,3.7,0.581,20.8,2019
Hassan Whiteside,24434262.0,0.23985964326733353,72.0,6.3,2.3,1.8,0.564,23.5,2019
Giannis Antetokounmpo,24157304.0,0.23714087700870726,72.0,14.4,10.4,7.4,0.644,30.9,2019
Steven Adams,24157304.0,0.23714087700870726,80.0,9.1,1.1,2.1,0.591,18.5,2019
Marc Gasol,24119025.0,0.23676511009237353,79.0,6.0,3.1,3.1,0.546,16.7,2019
Marc Gasol,24119025.0,0.23676511009237353,53.0,3.9,3.2,2.3,0.541,16.9,2019
Marc Gasol,24119025.0,0.23676511009237353,26.0,2.1,2.9,0.8,0.565,16.0,2019
Chandler Parsons,24107258.0,0.23664959899478744,25.0,0.0,-4.4,-0.3,0.484,8.5,2019
Harrison Barnes,24107258.0,0.23664959899478744,77.0,3.6,-1.4,0.4,0.55,12.8,2019
Harrison Barnes,24107258.0,0.23664959899478744,49.0,1.9,-1.2,0.3,0.538,13.1,2019
Harrison Barnes,24107258.0,0.23664959899478744,28.0,1.7,-1.7,0.1,0.578,12.3,2019
Nicolas Batum,24000000.0,0.2355966977196203,75.0,3.7,-0.3,1.0,0.581,11.9,2019
Rudy Gobert,23491573.0,0.23060570929330806,81.0,14.4,5.4,4.8,0.682,24.6,2019
Kawhi Leonard,23114066.0,0.22689990085305636,60.0,9.5,7.2,4.7,0.606,25.8,2019
DeAndre Jordan,22897200.0,0.22477102945940375,69.0,7.1,2.1,2.1,0.674,19.0,2019
DeAndre Jordan,22897200.0,0.22477102945940375,50.0,5.3,1.7,1.4,0.672,18.0,2019
LaMarcus Aldridge,22347015.0,0.21937012241211754,81.0,9.3,1.8,2.6,0.576,22.9,2019
Serge Ibaka,21666667.0,0.21269146649127801,74.0,6.1,0.2,1.2,0.582,18.7,2019
Aaron Gordon,21590909.0,0.21194778588186788,78.0,5.1,0.6,1.7,0.538,15.1,2019
Danilo Gallinari,21587579.0,0.2119150968400593,68.0,8.2,4.3,3.3,0.633,21.0,2019
Victor Oladipo,21000000.0,0.20614711050466775,36.0,2.3,2.9,1.4,0.519,17.6,2019
Ryan Anderson,20421546.0,0.20046869999705505,25.0,-0.2,-6.4,-0.4,0.414,4.6,2019
Joakim Noah,20261172.0,0.1988943839637181,42.0,2.2,2.1,0.7,0.571,18.6,2019
Kyrie Irving,20099189.0,0.1973042731351049,67.0,9.1,7.2,5.1,0.592,24.3,2019
Jabari Parker,20000000.0,0.1963305814330169,64.0,1.4,-1.5,0.2,0.56,15.5,2019
Jabari Parker,20000000.0,0.1963305814330169,39.0,0.5,-2.1,0.0,0.543,14.6,2019
Jabari Parker,20000000.0,0.1963305814330169,25.0,0.9,-0.6,0.2,0.587,17.0,2019
Jimmy Butler,19841627.0,0.19477590827435234,65.0,7.9,3.7,3.2,0.571,20.2,2019
Jimmy Butler,19841627.0,0.19477590827435234,55.0,6.6,3.1,2.4,0.569,19.8,2019
Zach LaVine,19500000.0,0.1914223168971915,63.0,2.8,0.8,1.5,0.574,18.7,2019
Wesley Matthews,19360228.0,0.1900502409957887,69.0,2.7,-1.8,0.1,0.546,10.3,2019
Wesley Matthews,19360228.0,0.1900502409957887,44.0,1.8,-1.3,0.2,0.556,11.3,2019
Allen Crabbe,19332500.0,0.18977804827769,43.0,0.8,-2.8,-0.2,0.519,7.7,2019
Tyler Johnson,19245370.0,0.18892273409967703,57.0,2.3,-0.4,0.6,0.532,12.4,2019
Tyler Johnson,19245370.0,0.18892273409967703,44.0,1.8,-0.1,0.5,0.54,12.3,2019
John Wall,19169800.0,0.18818089899773238,32.0,1.2,0.9,0.8,0.527,18.0,2019
George Hill,19000000.0,0.18651405236136606,60.0,2.8,-1.4,0.2,0.554,12.1,2019
George Hill,19000000.0,0.18651405236136606,47.0,2.3,-1.2,0.2,0.534,11.6,2019
Jeff Teague,19000000.0,0.18651405236136606,42.0,2.2,-0.4,0.5,0.528,15.4,2019
Klay Thompson,18988725.0,0.1864033709960832,78.0,5.3,-0.3,1.2,0.571,16.6,2019
Goran Dragic,18109175.0,0.1777692428511127,36.0,1.6,-1.1,0.2,0.517,13.9,2019
Kent Bazemore,18089888.0,0.17757991145490779,67.0,0.7,-2.3,-0.1,0.507,11.9,2019
Evan Turner,17868853.0,0.17541011495155542,73.0,2.0,-1.3,0.3,0.504,11.6,2019
Tristan Thompson,17469565.0,0.1714904926915941,43.0,2.6,-0.5,0.4,0.551,18.4,2019
Draymond Green,17469565.0,0.1714904926915941,66.0,4.3,1.4,1.8,0.526,12.9,2019
Pau Gasol,17133285.0,0.16818939029537935,30.0,1.1,3.1,0.5,0.529,16.7,2019
Pau Gasol,17133285.0,0.16818939029537935,27.0,1.1,3.9,0.5,0.544,18.0,2019
Reggie Jackson,17043478.0,0.1673077972690416,82.0,5.0,0.4,1.4,0.547,15.2,2019
Bismack Biyombo,17000000.0,0.16688099421806438,54.0,2.0,-2.5,-0.1,0.602,14.4,2019
Evan Fournier,17000000.0,0.16688099421806438,81.0,3.2,-2.4,-0.3,0.536,12.3,2019
Derrick Favors,16900000.0,0.16589934131089928,76.0,7.9,3.3,2.4,0.624,21.8,2019
Jonas Valanciunas,16539326.0,0.1623587745045107,49.0,4.2,2.6,1.3,0.616,24.4,2019
Jonas Valanciunas,16539326.0,0.1623587745045107,30.0,2.6,3.2,0.7,0.639,24.4,2019
Gary Harris,16517857.0,0.16214802344187143,57.0,2.6,-1.6,0.2,0.526,12.2,2019
Andre Iguodala,16000000.0,0.15706446514641353,68.0,4.2,1.8,1.5,0.587,13.1,2019
Ian Mahinmi,16000000.0,0.15706446514641353,34.0,1.0,-3.0,-0.1,0.531,12.0,2019
Clint Capela,15793104.0,0.15503346454760525,67.0,10.8,3.0,2.8,0.658,23.8,2019
DeMarre Carroll,15400000.0,0.15117454770342303,67.0,3.1,-1.5,0.2,0.546,12.1,2019
Gorgui Dieng,15170787.0,0.1489244716253227,76.0,2.8,0.6,0.7,0.572,18.1,2019
Eric Bledsoe,15000000.0,0.1472479360747627,78.0,8.2,3.1,2.9,0.577,19.3,2019
Trevor Ariza,15000000.0,0.1472479360747627,69.0,2.5,-1.3,0.4,0.534,12.0,2019
Trevor Ariza,15000000.0,0.1472479360747627,26.0,0.6,-1.1,0.2,0.525,10.5,2019
Trevor Ariza,15000000.0,0.1472479360747627,43.0,1.9,-1.4,0.2,0.538,13.0,2019
Tobias Harris,14800000.0,0.1452846302604325,82.0,7.1,1.6,2.6,0.592,17.2,2019
Tobias Harris,14800000.0,0.1452846302604325,55.0,5.0,2.4,2.1,0.605,18.2,2019
Tobias Harris,14800000.0,0.1452846302604325,27.0,2.1,-0.1,0.5,0.562,15.3,2019
Ricky Rubio,14800000.0,0.1452846302604325,68.0,3.7,-0.2,0.9,0.52,14.0,2019
Brandon Knight,14631250.0,0.14362809097959145,39.0,0.0,-5.4,-0.6,0.484,8.9,2019
Brandon Knight,14631250.0,0.14362809097959145,27.0,0.2,-4.1,-0.3,0.515,10.5,2019
James Johnson,14420700.0,0.14156122078355535,55.0,1.5,-1.2,0.2,0.522,10.9,2019
Robin Lopez,14357750.0,0.14094327027849493,74.0,2.7,-1.9,0.0,0.598,15.9,2019
Kenneth Faried,14242782.0,0.1398146835641854,37.0,2.9,-0.2,0.3,0.622,21.6,2019
Kenneth Faried,14242782.0,0.1398146835641854,25.0,2.5,-0.4,0.3,0.622,21.8,2019
Marvin Williams,14087500.0,0.1382903532968813,75.0,3.8,-0.3,0.9,0.548,12.6,2019
Taj Gibson,14000000.0,0.13743140700311185,70.0,5.1,-0.1,0.8,0.612,17.8,2019
Thaddeus Young,13764045.0,0.13511514788601048,81.0,6.9,1.5,2.2,0.569,16.2,2019
Tyson Chandler,13585000.0,0.13335754743837674,55.0,2.1,-2.1,0.0,0.63,11.2,2019
Tyson Chandler,13585000.0,0.13335754743837674,48.0,1.9,-1.8,0.0,0.626,11.2,2019
Marcin Gortat,13565218.0,0.13316335686028133,47.0,1.4,-1.3,0.1,0.562,12.8,2019
Kelly Olynyk,13537527.0,0.13289152735375825,79.0,4.7,0.7,1.2,0.61,14.4,2019
Cody Zeller,13528090.0,0.13279888876890908,49.0,3.9,0.1,0.7,0.611,17.2,2019
Eric Gordon,13500375.0,0.1325268236656883,68.0,2.6,-1.3,0.4,0.549,12.2,2019
Austin Rivers,13155324.0,0.12913962049298608,76.0,1.2,-4.3,-1.1,0.503,7.7,2019
Austin Rivers,13155324.0,0.12913962049298608,29.0,-0.2,-5.3,-0.6,0.49,6.8,2019
Austin Rivers,13155324.0,0.12913962049298608,47.0,1.4,-3.8,-0.6,0.511,8.2,2019
Michael Kidd-Gilchrist,13000000.0,0.127614877931461,64.0,2.5,-2.4,-0.1,0.553,13.3,2019
Khris Middleton,13000000.0,0.127614877931461,77.0,6.1,0.8,1.7,0.558,16.5,2019
Mason Plumlee,12917808.0,0.12680803777400387,82.0,5.8,2.1,1.8,0.602,17.8,2019
Wilson Chandler,12800562.0,0.1256570890064691,51.0,1.5,-2.8,-0.2,0.537,8.5,2019
Wilson Chandler,12800562.0,0.1256570890064691,36.0,1.5,-2.0,0.0,0.561,9.1,2019
Solomon Hill,12763467.0,0.1252929448605562,44.0,0.5,-3.6,-0.3,0.497,6.8,2019
Nikola Vucevic,12750000.0,0.1251607456635483,80.0,10.1,6.6,5.5,0.573,25.5,2019
Dion Waiters,12705000.0,0.12471900185532399,44.0,1.2,-1.1,0.3,0.53,11.4,2019
Joe Ingles,12545455.0,0.12315282372458745,82.0,6.0,1.4,2.2,0.581,13.4,2019
Jeremy Lin,12516746.0,0.12287100099146944,74.0,2.1,-2.2,-0.1,0.558,13.5,2019
Jeremy Lin,12516746.0,0.12287100099146944,51.0,1.9,-0.6,0.3,0.594,15.9,2019
Jordan Clarkson,12500000.0,0.12270661339563557,81.0,1.8,-0.5,0.8,0.539,16.8,2019
Nikola Mirotic,12500000.0,0.12270661339563557,46.0,3.5,1.5,1.1,0.584,17.2,2019
Nikola Mirotic,12500000.0,0.12270661339563557,32.0,2.5,1.4,0.8,0.591,17.5,2019
Tyreke Evans,12400000.0,0.1217249604884705,69.0,0.3,-2.7,-0.2,0.483,11.5,2019
Courtney Lee,12253780.0,0.1202895876076137,34.0,0.4,-2.5,-0.1,0.492,10.3,2019
Kemba Walker,12000000.0,0.11779834885981015,82.0,7.4,4.2,4.4,0.558,21.7,2019
Kentavious Caldwell-Pope,12000000.0,0.11779834885981015,82.0,4.0,-0.5,0.8,0.568,12.9,2019
